Midterm_Percentage,Assignment_Percentage,Practical_Percentage,Actual_Result
42.22222222,66.66666667,85,1
74.11111111,66.66666667,40,1
81.5,75,85,1
51.66666667,58.33333333,65,1
46.11111111,75,70,1
42.22222222,75,65,0
33.33333333,66.66666667,80,1
96.33333333,83.33333333,80,1
73.88888889,91.66666667,40,1
35,83.33333333,85,1
74.11111111,66.66666667,85,1
35.16666667,75,85,1
67.77777778,75,70,1
73.88888889,83.33333333,60,1
72.22222222,83.33333333,60,1
47.77777778,58.33333333,40,1
46.27777778,58.33333333,90,1
96.33333333,75,80,1
86.66666667,83.33333333,90,1
92.61111111,75,75,1
36.66666667,50,0,1
35,58.33333333,40,1
41.66666667,75,90,1
57.22222222,0,90,0
70,91.66666667,70,1
25.55555556,50,55,0
35.16666667,66.66666667,80,1
31.11111111,41.66666667,40,0
23.88888889,50,65,0
57.38888889,50,40,1
31.11111111,0,40,0
74.11111111,75,40,1
94.44444444,83.33333333,90,1
50.55555556,50,75,1
61.11111111,66.66666667,85,1
50,66.66666667,85,1
51.66666667,75,90,1
16.66666667,41.66666667,80,0
25.55555556,0,55,0
5.555555556,41.66666667,40,0
27.77777778,100,75,0
40.72222222,66.66666667,40,1
31.11111111,41.66666667,90,0
20,100,90,1
66.66666667,83.33333333,50,1
70.33333333,66.66666667,75,1
47.77777778,66.66666667,75,1
50,0,75,0
63.88888889,75,75,1
38.88888889,66.66666667,80,1
57.22222222,75,65,1
42.22222222,58.33333333,40,1
81.11111111,91.66666667,40,1
27.77777778,0,80,0
41.66666667,83.33333333,95,1
38.88888889,66.66666667,60,1
25.55555556,75,85,1
46.11111111,66.66666667,90,1
61.11111111,66.66666667,80,1
44.44444444,66.66666667,60,1
62.94444444,58.33333333,75,1
46.11111111,66.66666667,60,1
90.55555556,83.33333333,90,1
88.88888889,66.66666667,0,1
0,0,80,0
77.77777778,66.66666667,55,1
44.44444444,83.33333333,60,1
74.11111111,66.66666667,85,1
85,83.33333333,75,1
53.72222222,66.66666667,80,1
85,100,80,1
96.33333333,75,80,1
55.55555556,75,95,1
36.66666667,58.33333333,50,1
72.22222222,91.66666667,40,1
61.11111111,83.33333333,75,1
100,75,85,1
31.44444444,0,90,0
51.66666667,58.33333333,80,1
79.66666667,66.66666667,80,1
70.38888889,75,65,1
40.55555556,75,85,1
3.333333333,0,95,0
46.11111111,0,75,0
55,83.33333333,50,1
79.66666667,75,40,1
61.11111111,75,60,1
92.61111111,66.66666667,80,1
96.33333333,75,80,1
31.66666667,50,70,1
55.55555556,75,90,1
50,66.66666667,55,1
20,41.66666667,60,0
9.222222222,41.66666667,70,0
18.88888889,66.66666667,65,0
17,83.33333333,90,1
35.22222222,58.33333333,80,0
31.5,75,40,1
58.88888889,66.66666667,90,1
36.66666667,66.66666667,80,1
57.22222222,58.33333333,75,1
63.88888889,75,75,1
42.22222222,66.66666667,70,1
33.33333333,83.33333333,75,1
38.88888889,58.33333333,40,1
18.33333333,50,70,0
28.88888889,58.33333333,90,1
87.05555556,83.33333333,50,1
55.55555556,66.66666667,50,1
90,75,85,1
76.66666667,75,85,1
81.66666667,75,85,1
71.66666667,75,70,1
77,75,90,1
80.55555556,75,45,1
80,75,80,1
73,75,85,1
73,75,50,1
66.66666667,75,40,1
86.66666667,75,95,1
75.55555556,75,85,1
75,75,70,1
76.66666667,75,40,1
73.88888889,75,65,1
70,75,55,1
75,75,70,1
0,0,70,0
75.55555556,75,70,1
75,75,40,1
70,75,70,1
72.77777778,75,55,1
69,75,45,1
65,75,75,1
70,75,80,1
75,75,60,1
58.88888889,75,40,1
85,75,65,1
88,75,65,1
70,75,75,1
55.55555556,75,70,1
80,75,55,1
76,75,100,1
73.88888889,75,90,1
82,75,55,1
78.88888889,83.33333333,75,1
76,75,80,1
77.77777778,75,65,1
85,75,0,1
78,75,100,1
73.88888889,75,40,1
80,75,45,1
75.55555556,75,40,1
75,75,75,1
81.66666667,75,100,1
83.88888889,75,55,1
77.77777778,75,75,1
79,75,40,1
82,75,60,1
82,83.33333333,95,1
76.66666667,75,90,1
76,75,40,1
71.66666667,75,90,1
0,75,75,1
80,75,75,1
58,75,85,1
79,75,75,1
79,75,85,1
57,75,80,1
75.55555556,75,60,1
68.88888889,75,70,1
93,75,40,1
83,75,60,1
88.88888889,75,75,1
65,75,65,1
78,75,90,1
82,75,90,1
83,75,95,1
75,83.33333333,65,1
30,0,60,0
68,75,75,1
77,75,60,1
75,75,70,1
75,75,50,1
75,75,45,1
65,75,55,1
64,75,40,1
66.66666667,75,100,1
73,75,65,1
73,75,60,1
72.77777778,83.33333333,45,1
82,83.33333333,70,1
10,75,65,1
54,75,100,1
82.77777778,75,75,1
86,75,70,1
76.66666667,75,75,1
80,75,60,1
75,75,65,1
27.77777778,0,55,0
60.55555556,75,100,1
72.77777778,75,50,1
82,75,75,1
62,75,75,1
76.66666667,75,95,1
79,75,55,1
90,66.66666667,75,1
82,75,70,1
82,75,40,1
84,83.33333333,40,1
76.66666667,75,40,1
80.55555556,75,45,1
76.66666667,83.33333333,65,1
76.66666667,75,45,1
55,75,75,1
70,75,40,1
60.55555556,75,75,1
72.77777778,75,90,1
66.66666667,75,40,1
78.88888889,75,40,1
77.77777778,75,80,1
70,75,100,1
60,75,75,1
66.66666667,75,90,1
61.66666667,75,90,1
73.88888889,75,85,1
65.55555556,75,40,1
87.77777778,75,80,1
72.77777778,75,40,1
70,75,75,1
61.66666667,75,65,1
71.66666667,75,95,1
77.77777778,75,90,1
88.88888889,75,90,1
68.88888889,75,60,1
62.77777778,75,90,1
53.88888889,75,90,1
51.66666667,75,75,1
56.66666667,75,90,1
85,75,55,1
77.77777778,75,65,1
70,75,55,1
77.77777778,75,90,1
0,0,75,0
41,83.33333333,40,1
82.77777778,75,45,1
80,75,80,1
61.66666667,75,75,1
71.66666667,75,75,1
65,75,75,1
63.88888889,75,75,1
77.77777778,75,80,1
82.77777778,75,70,1
61.66666667,75,70,1
81.66666667,75,100,1
66.66666667,75,60,1
61.66666667,75,55,1
0,0,45,0
85.55555556,75,60,1
90,75,70,1
80,50,75,1
100,75,90,1
90,50,70,1
95,50,65,1
55,75,90,1
70,66.66666667,75,1
70,83.33333333,85,1
75,83.33333333,55,1
70,50,75,1
40,50,75,1
95,75,85,1
95,50,45,1
55,50,90,1
70,75,75,1
70,75,80,1
60,50,50,1
75,83.33333333,90,1
85,83.33333333,50,1
50,58.33333333,50,1
80,50,60,1
80,50,90,1
90,83.33333333,0,1
90,91.66666667,75,1
50,83.33333333,50,1
90,91.66666667,60,1
95,66.66666667,65,1
90,83.33333333,70,1
33.88888889,50,65,1
95,83.33333333,40,1
90,66.66666667,70,1
90,66.66666667,55,1
85,66.66666667,70,1
90,75,70,1
90,83.33333333,50,1
60,50,50,1
80,83.33333333,60,1
80,83.33333333,70,1
85,83.33333333,50,1
85,66.66666667,80,1
90,58.33333333,50,1
80,58.33333333,50,1
70,50,75,1
62,91.66666667,75,1
90,66.66666667,95,1
90,91.66666667,75,1
70,75,55,1
90,0,65,0
70,50,40,1
90,75,65,1
75,91.66666667,85,1
90,66.66666667,90,1
40,58.33333333,75,1
90,75,65,1
35,75,95,1
85,66.66666667,50,1
75,50,90,1
65,50,60,1
73.88888889,66.66666667,65,1
90,91.66666667,75,1
65,75,65,1
65,83.33333333,90,1
90,83.33333333,60,1
75,75,70,1
55,83.33333333,50,1
90,58.33333333,55,1
50,50,85,1
32.77777778,83.33333333,65,1
85,50,80,1
47.77777778,41.66666667,0,1
80,91.66666667,85,1
75,50,90,1
80,75,50,1
85,75,55,1
90,75,40,1
85,75,90,1
75,83.33333333,95,1
80,50,75,1
75,50,80,1
70,41.66666667,70,1
85,75,75,1
90,91.66666667,40,1
75,50,50,1
90,75,85,1
85,91.66666667,70,1
95,75,50,1
85,58.33333333,85,1
90,75,70,1
90,58.33333333,90,1
85,83.33333333,85,1
0,0,70,0
65,75,60,1
90,58.33333333,50,1
65,58.33333333,70,1
90,75,40,1
85,75,50,1
95,75,75,1
85,83.33333333,60,1
90,83.33333333,65,1
72.22222222,50,50,1
60,50,55,1
75,50,50,1
95,66.66666667,40,1
90,83.33333333,50,1
95,91.66666667,50,1
80,83.33333333,85,1
70,83.33333333,60,1
95,66.66666667,65,1
90,83.33333333,40,1
80,91.66666667,75,1
65,75,95,1
70,50,55,1
75,50,0,1
70,58.33333333,0,1
75,83.33333333,20,1
75,66.66666667,70,1
70,58.33333333,40,1
85,75,85,1
80,58.33333333,80,1
100,50,35,1
85,83.33333333,85,1
70,58.33333333,60,1
70,83.33333333,40,1
65,83.33333333,45,1
85,50,35,1
90,91.66666667,60,1
75,83.33333333,100,1
80,75,60,1
80,75,55,1
35.16666667,50,60,1
70,83.33333333,0,1
95,33.33333333,0,1
60,58.33333333,95,1
70,83.33333333,0,1
75,50,0,1
90,50,65,1
90,83.33333333,80,1
55,83.33333333,85,1
70,75,85,1
60,66.66666667,90,1
90,91.66666667,100,1
85,50,100,1
90,83.33333333,100,1
70,83.33333333,70,1
80,50,45,1
40,50,0,1
80,91.66666667,55,1
85.16666667,83.33333333,0,1
85,66.66666667,70,1
95,50,30,1
85,66.66666667,60,1
65,50,55,1
90,58.33333333,65,1
85,66.66666667,10,1
95,75,45,1
90,50,40,1
75,75,60,1
80,58.33333333,60,1
28.88888889,83.33333333,100,1
30,83.33333333,50,1
30.55555556,91.66666667,75,1
47.77777778,91.66666667,45,1
30,50,75,1
47.77777778,66.66666667,50,1
30.55555556,66.66666667,50,1
30.55555556,91.66666667,75,1
35.55555556,58.33333333,70,1
55,75,0,1
30.55555556,91.66666667,40,1
50,75,80,1
50,58.33333333,0,1
28.88888889,50,75,1
33.88888889,58.33333333,40,1
33.88888889,75,90,1
0,0,60,0
31.66666667,83.33333333,70,1
28.88888889,50,80,1
30,50,65,1
28.88888889,50,100,1
52.77777778,83.33333333,40,1
33.88888889,83.33333333,25,1
43.88888889,50,45,1
33.88888889,75,40,1
0,50,95,1
45.55555556,66.66666667,0,1
66.66666667,83.33333333,80,1
28.88888889,75,45,1
30.55555556,50,75,1
33.88888889,66.66666667,30,1
33.88888889,66.66666667,0,1
42.77777778,66.66666667,90,1
33.88888889,83.33333333,40,1
30,50,0,1
30,83.33333333,75,1
30.55555556,50,90,1
30.55555556,66.66666667,100,1
30,75,30,1
28.88888889,50,85,1
30,66.66666667,65,1
33.88888889,83.33333333,100,1
45.55555556,91.66666667,85,1
31.66666667,83.33333333,0,1
43.88888889,83.33333333,20,1
61.11111111,83.33333333,75,1
42.77777778,58.33333333,75,1
43.88888889,83.33333333,35,1
33.88888889,66.66666667,40,1
45.55555556,50,70,1
43.88888889,66.66666667,60,1
42.77777778,50,40,1
30,58.33333333,45,1
28.88888889,66.66666667,45,1
28.88888889,50,0,1
33.88888889,91.66666667,20,1
45.55555556,58.33333333,80,1
43.88888889,83.33333333,40,1
30,75,100,1
45.55555556,58.33333333,40,1
45.55555556,66.66666667,75,1
30.55555556,91.66666667,60,1
33.88888889,58.33333333,95,1
43.88888889,91.66666667,45,1
33.88888889,83.33333333,95,1
45.55555556,58.33333333,55,1
45.55555556,50,80,1
43.88888889,50,0,1
28.88888889,83.33333333,85,1
43.88888889,50,55,1
30,66.66666667,45,1
28.88888889,83.33333333,70,1
30,83.33333333,90,1
45.55555556,75,45,1
31.66666667,50,50,1
42.77777778,50,85,1
30,50,90,1
28.88888889,50,90,1
25,50,85,1
33.88888889,75,85,1
42.77777778,66.66666667,55,1
30.55555556,75,40,1
30.55555556,58.33333333,70,1
45.55555556,50,50,1
30.55555556,50,80,1
43.88888889,58.33333333,0,1
28.88888889,66.66666667,85,1
33.88888889,58.33333333,45,1
28.88888889,50,0,1
33.88888889,91.66666667,75,1
31.66666667,50,40,1
30,83.33333333,65,1
28.88888889,66.66666667,70,1
30,50,15,1
30.55555556,58.33333333,85,1
45.55555556,83.33333333,85,1
30,75,0,1
43.88888889,66.66666667,50,1
45.55555556,83.33333333,0,1
33.88888889,83.33333333,20,1
33.88888889,75,70,1
28.88888889,83.33333333,45,1
45.55555556,91.66666667,75,1
28.88888889,83.33333333,50,1
33.88888889,83.33333333,35,1
28.88888889,58.33333333,80,1
43.88888889,83.33333333,50,1
45.55555556,83.33333333,70,1
40.55555556,50,0,1
33.88888889,58.33333333,0,1
33.88888889,58.33333333,0,1
28.88888889,50,0,1
33.88888889,66.66666667,95,1
28.88888889,50,70,1
30,75,75,1
33.88888889,66.66666667,100,1
50,58.33333333,65,1
30,58.33333333,70,1
28.88888889,58.33333333,75,1
33.88888889,83.33333333,55,1
28.88888889,58.33333333,75,1
30,50,75,1
28.88888889,58.33333333,95,1
42.77777778,50,75,1
43.88888889,66.66666667,80,1
28.88888889,75,0,1
28.88888889,58.33333333,85,1
45.55555556,50,0,1
33.88888889,83.33333333,80,1
33.88888889,83.33333333,0,1
45.55555556,50,70,1
43.88888889,50,75,1
45.55555556,75,0,1
30,50,90,1
28.88888889,66.66666667,70,1
42.77777778,50,80,1
30.55555556,66.66666667,55,1
28.88888889,83.33333333,95,1
30,58.33333333,85,1
28.88888889,83.33333333,70,1
30.55555556,91.66666667,70,1
30,83.33333333,75,1
30,83.33333333,70,1
42.77777778,66.66666667,80,1
38.88888889,83.33333333,70,1
33.88888889,66.66666667,65,1
33.88888889,83.33333333,0,1
46.66666667,83.33333333,75,1
43.88888889,75,0,1
28.88888889,0,70,0
33.88888889,83.33333333,80,1
55,83.33333333,75,1
46.66666667,66.66666667,70,1
36.66666667,83.33333333,75,1
38.88888889,83.33333333,85,1
38.88888889,75,70,1
55,83.33333333,65,1
43.88888889,75,70,1
38.88888889,83.33333333,75,1
38.88888889,83.33333333,75,1
28.88888889,83.33333333,75,1
41.66666667,83.33333333,80,1
30,75,95,1
30,66.66666667,70,1
47.77777778,83.33333333,70,1
28.88888889,66.66666667,75,1
66.66666667,75,65,1
28.88888889,50,80,1
40,83.33333333,75,1
43.88888889,75,75,1
43.88888889,83.33333333,75,1
30,83.33333333,80,1
28.88888889,83.33333333,80,1
50,83.33333333,80,1
61.11111111,50,75,1
33.88888889,83.33333333,0,1
43.88888889,83.33333333,70,1
36.66666667,83.33333333,45,1
30,83.33333333,30,1
33.88888889,83.33333333,0,1
28.88888889,75,75,1
72.22222222,100,80,1
25.55555556,83.33333333,50,1
30.55555556,83.33333333,75,1
38.88888889,75,80,1
28.88888889,83.33333333,50,1
30.55555556,66.66666667,75,1
38.88888889,83.33333333,0,1
28.88888889,83.33333333,75,1
33.88888889,83.33333333,80,1
33.88888889,75,0,1
0,50,0,1
33.88888889,83.33333333,55,1
41.66666667,75,55,1
30,58.33333333,50,1
43.88888889,83.33333333,75,1
25,0,45,0
33.88888889,75,75,1
33.88888889,83.33333333,75,1
36.66666667,75,80,1
33.88888889,83.33333333,70,1
18.88888889,50,95,1
36.66666667,91.66666667,70,1
36.66666667,83.33333333,75,1
40,75,75,1
61.11111111,91.66666667,90,1
48.88888889,83.33333333,95,1
61.11111111,91.66666667,80,1
46.66666667,83.33333333,70,1
36.66666667,83.33333333,65,1
55.55555556,83.33333333,55,1
28.88888889,58.33333333,60,1
25.55555556,58.33333333,75,1
33.88888889,83.33333333,0,1
28.88888889,100,75,1
51.66666667,91.66666667,65,1
41.66666667,83.33333333,95,1
30,66.66666667,0,1
45,50,55,1
0,50,0,1
43.88888889,83.33333333,70,1
23.88888889,50,60,1
35,66.66666667,50,1
36.66666667,50,95,1
36.66666667,66.66666667,75,1
21.66666667,58.33333333,55,1
26.66666667,50,75,1
38.88888889,66.66666667,80,1
18.88888889,50,0,1
30.55555556,50,70,1
30.55555556,83.33333333,85,1
25.55555556,50,70,1
48.88888889,91.66666667,75,1
25.55555556,66.66666667,80,1
36.66666667,58.33333333,60,1
22.77777778,50,75,1
35,83.33333333,70,1
30.55555556,58.33333333,85,1
48.88888889,83.33333333,0,1
0,0,95,0
14.83333333,0,55,0
3.666666667,25,60,0
55.55555556,66.66666667,85,1
18.5,41.66666667,70,0
22.22222222,75,80,1
44.44444444,100,70,1
20.38888889,33.33333333,0,0
41.66666667,75,80,1
57.38888889,83.33333333,75,1
31.5,100,75,1
14.83333333,41.66666667,60,0
40.72222222,33.33333333,90,0
36,83.33333333,70,1
79.61111111,100,75,1
46.27777778,83.33333333,70,1
22.22222222,83.33333333,80,1
29.61111111,58.33333333,70,1
0,0,80,0
75.88888889,0,70,0
58.33333333,91.66666667,0,1
12.94444444,0,80,0
0,0,55,NULL
22.22222222,0,85,0
44.44444444,58.33333333,70,1
29.61111111,75,0,1
59.22222222,83.33333333,80,1
50,83.33333333,75,1
66.66666667,75,65,1
87.05555556,100,50,1
100,100,80,1
90.72222222,100,0,1
29.61111111,66.66666667,70,1
35.16666667,50,35,1
0,0,75,0
24.05555556,66.66666667,75,1
3.722222222,0,60,0
14.77777778,66.66666667,45,1
16.66666667,25,50,0
36.11111111,58.33333333,75,1
14.83333333,91.66666667,70,1
22.22222222,75,80,1
18.5,8.333333333,80,0
29.61111111,75,70,1
29.61111111,41.66666667,70,0
44.44444444,58.33333333,70,1
61.11111111,58.33333333,75,1
77.77777778,100,60,1
51.83333333,50,60,1
37,75,70,1
24.05555556,50,75,0
58.33333333,66.66666667,80,1
31.44444444,75,75,1
24.05555556,50,80,0
53.66666667,75,70,1
35.16666667,66.66666667,85,1
35.16666667,0,85,0
16.66666667,41.66666667,90,0
35.16666667,75,60,1
0,0,80,0
51.83333333,75,0,1
24.05555556,83.33333333,75,1
46.27777778,83.33333333,50,1
44.44444444,75,80,1
62.94444444,66.66666667,80,1
66.66666667,83.33333333,0,1
37,100,70,1
87.05555556,100,60,1
37,66.66666667,70,1
14.77777778,25,85,0
25.94444444,75,0,1
25.94444444,83.33333333,60,1
74.05555556,100,60,1
0,0,55,0
0,0,0,NULL
20.38888889,83.33333333,75,1
25.94444444,50,60,0
47.22222222,66.66666667,70,1
22.22222222,33.33333333,0,0
25.94444444,0,80,0
51,83.33333333,0,1
27.77777778,41.66666667,65,0
7.388888889,0,70,0
33.33333333,75,85,1
68.5,91.66666667,70,1
51.83333333,66.66666667,0,1
22.22222222,33.33333333,60,0
22.22222222,58.33333333,0,1
51.66666667,66.66666667,90,1
77.77777778,83.33333333,90,1
48.16666667,75,70,1
24.05555556,0,80,0
9.222222222,25,80,0
31.44444444,75,70,1
57.38888889,75,80,1
29.44444444,33.33333333,75,0
53.72222222,41.66666667,85,1
37,66.66666667,70,1
57.38888889,91.66666667,75,1
16.66666667,91.66666667,75,0
51.83333333,75,80,1
37,75,80,1
14.77777778,0,85,0
16.66666667,16.66666667,70,0
46.27777778,66.66666667,70,1
0,66.66666667,25,1
66.66666667,100,40,1
29.61111111,41.66666667,75,0
35.16666667,58.33333333,55,1
35.16666667,33.33333333,70,0
83.33333333,50,70,1
7.388888889,41.66666667,95,0
72.22222222,83.33333333,45,1
20.33333333,58.33333333,80,0
46.27777778,66.66666667,85,1
31.44444444,0,80,0
74.05555556,75,55,1
35.16666667,83.33333333,95,1
24.05555556,41.66666667,60,0
37,58.33333333,95,1
87.05555556,100,95,1
27.77777778,91.66666667,60,1
38.88888889,50,65,1
29,83.33333333,65,1
64.77777778,91.66666667,65,1
64.83333333,83.33333333,65,1
53.72222222,83.33333333,90,1
46.27777778,91.66666667,95,1
37.05555556,58.33333333,95,1
18.5,91.66666667,60,1
51.83333333,66.66666667,0,1
35.16666667,91.66666667,75,1
50,75,65,1
29.61111111,0,85,0
72.22222222,83.33333333,55,1
46.27777778,83.33333333,80,1
0,0,60,0
64.77777778,75,60,1
37.05555556,41.66666667,85,0
37.05555556,83.33333333,75,1
25.94444444,66.66666667,30,1
16.66666667,16.66666667,90,0
41.66666667,75,75,1
72.22222222,83.33333333,55,1
29.61111111,0,70,0
44.44444444,58.33333333,90,1
9.277777778,0,75,0
5.555555556,25,0,0
50,66.66666667,85,1
9.277777778,41.66666667,80,0
71.11111111,41.66666667,55,1
38.88888889,66.66666667,85,1
31.5,33.33333333,60,0
52.77777778,66.66666667,85,1
18.5,50,65,0
61.11111111,66.66666667,75,1
16.66666667,0,90,0
0,0,50,0
14.83333333,0,90,0
0,0,40,0
66.66666667,83.33333333,80,1
53.66666667,75,80,1
64.83333333,75,70,1
75.88888889,100,85,1
48.11111111,66.66666667,0,1
22.22222222,58.33333333,45,0
24.05555556,58.33333333,55,1
14.77777778,50,85,0
37,50,70,1
53.66666667,58.33333333,95,1
64.77777778,83.33333333,70,1
50,50,75,1
59.22222222,66.66666667,75,1
7.388888889,0,95,0
38.88888889,58.33333333,70,1
29.61111111,0,0,0
11.11111111,75,0,1
62.94444444,0,0,0
62.94444444,66.66666667,0,1
59.22222222,66.66666667,95,1
24.05555556,0,80,0
47.22222222,66.66666667,85,1
25.88888889,50,100,1
24.05555556,75,95,1
14.77777778,50,100,0
75.88888889,83.33333333,100,1
61.11111111,58.33333333,85,1
22.22222222,58.33333333,85,1
18.5,50,95,1
37,50,95,1
37,50,90,1
46.27777778,75,95,1
22.22222222,50,95,1
31.44444444,50,95,1
0,0,70,0
57.38888889,66.66666667,95,1
0,0,65,0
35.16666667,50,90,1
51.83333333,66.66666667,60,1
51.83333333,75,75,1
48.11111111,58.33333333,85,1
48.11111111,66.66666667,85,1
59.22222222,75,95,1
40.72222222,50,90,1
38.88888889,50,90,1
35.16666667,50,90,1
57.38888889,58.33333333,80,1
61.11111111,58.33333333,95,1
37,58.33333333,80,1
42.55555556,75,55,1
62.94444444,91.66666667,0,1
7.388888889,50,40,1
35.16666667,50,0,1
33.33333333,50,95,1
9.222222222,50,80,0
55.55555556,50,0,1
27.77777778,58.33333333,95,1
33.33333333,75,85,1
27.77777778,50,70,1
14.77777778,50,100,0
61.11111111,75,80,1
11.11111111,58.33333333,95,1
25.88888889,66.66666667,95,1
29.61111111,0,75,0
61.11111111,58.33333333,90,1
7.388888889,50,95,0
14.44444444,33.33333333,85,0
0,0,70,0
24.05555556,50,80,1
57.38888889,66.66666667,90,1
11.11111111,41.66666667,60,0
64.44444444,50,95,1
22.22222222,83.33333333,70,1
11.11111111,41.66666667,95,0
63.33333333,58.33333333,70,1
12.94444444,0,60,0
22.22222222,58.33333333,85,1
64.77777778,75,0,1
12.94444444,0,55,0
27.77777778,0,95,0
46,83.33333333,90,1
27.77777778,41.66666667,95,0
24,83.33333333,90,1
33.33333333,75,85,1
9.222222222,50,90,0
37,66.66666667,80,1
51.83333333,41.66666667,90,1
59.22222222,75,100,1
40.72222222,75,75,1
79.61111111,75,95,1
35.16666667,66.66666667,90,1
48.11111111,75,70,1
27.77777778,50,55,1
37,58.33333333,60,1
79.61111111,83.33333333,65,1
18.5,83.33333333,85,1
46.27777778,50,95,1
20.33333333,66.66666667,95,0
9.222222222,41.66666667,95,0
27.77777778,50,95,1
25.88888889,66.66666667,95,1
0,0,65,0
64.77777778,58.33333333,95,1
37,50,95,1
72.22222222,75,85,1
29.61111111,0,85,0
11.11111111,41.66666667,50,0
29.61111111,0,70,0
55.55555556,50,45,1
18.5,75,85,1
14.77777778,41.66666667,100,0
71.11111111,50,85,1
35.16666667,41.66666667,55,1
25.88888889,41.66666667,0,0
11.11111111,58.33333333,80,1
25.88888889,66.66666667,85,1
24.05555556,0,40,0
53.66666667,50,90,1
46.27777778,75,95,1
24.05555556,66.66666667,100,1
33.33333333,58.33333333,0,1
59.22222222,58.33333333,90,1
16.66666667,75,70,1
48.11111111,50,70,1
55.55555556,50,60,1
31.44444444,75,95,1
0,0,0,0
62.94444444,91.66666667,80,1
14.77777778,41.66666667,90,0
32,83.33333333,80,1
48.11111111,66.66666667,95,1
27.77777778,50,85,0
62.94444444,58.33333333,95,1
48.11111111,50,100,1
29.61111111,0,80,0
42.55555556,66.66666667,40,1
55.55555556,75,80,1
46.27777778,58.33333333,95,1
16.66666667,50,85,0
51.83333333,75,100,1
11.11111111,41.66666667,100,0
65.55555556,75,95,1
35.16666667,66.66666667,80,1
53.66666667,75,80,1
42.55555556,66.66666667,70,1
68.5,66.66666667,95,1
53.66666667,41.66666667,70,1
11.11111111,0,70,0
15,83.33333333,55,1
7.388888889,41.66666667,95,0
33,83.33333333,95,1
24.05555556,50,70,0
14.77777778,0,0,0
70.33333333,83.33333333,95,1
42.55555556,58.33333333,60,1
16.66666667,50,95,1
11.11111111,50,100,0
12.94444444,75,70,1
0,0,0,0
18.5,58.33333333,80,1
22.22222222,33.33333333,70,0
38.88888889,58.33333333,95,1
24.05555556,58.33333333,95,1
18.5,75,0,1
5.555555556,50,75,0
10,83.33333333,95,1
40.72222222,41.66666667,70,1
35.16666667,58.33333333,50,1
57.38888889,66.66666667,95,1
29.61111111,75,85,1
59.22222222,50,90,1
40.72222222,50,0,1
31.44444444,50,75,1
29.61111111,58.33333333,70,1
27.77777778,66.66666667,85,1
22.22222222,58.33333333,100,1
51.83333333,58.33333333,95,1
31.44444444,50,60,1
68.5,66.66666667,100,1
57.38888889,66.66666667,95,1
53.66666667,66.66666667,80,1
25.88888889,50,95,1
53.66666667,66.66666667,80,1
44.44444444,66.66666667,95,1
83.33333333,83.33333333,100,1
27.77777778,66.66666667,80,1
61.11111111,66.66666667,95,1
3.666666667,0,85,0
12.94444444,75,95,1
5.555555556,50,40,0
64.77777778,66.66666667,95,1
48.11111111,75,65,1
0,0,70,0
18.5,66.66666667,60,1
11.11111111,41.66666667,95,0
40.72222222,50,80,1
38.88888889,83.33333333,95,1
5.555555556,0,85,0
16.66666667,75,95,1
20.33333333,66.66666667,95,1
7.388888889,41.66666667,85,0
38.88888889,0,70,0
51.83333333,75,85,1
27.77777778,75,85,1
42.55555556,50,100,1
0,0,75,0
48.11111111,75,80,1
0,0,0,0
29.61111111,58.33333333,70,1
40.72222222,66.66666667,65,1
48.11111111,66.66666667,70,1
31.44444444,66.66666667,85,1
42.55555556,0,75,0
27.77777778,83.33333333,85,1
0,0,80,0
70.33333333,83.33333333,70,1
74.05555556,83.33333333,80,1
11.11111111,58.33333333,100,0
31.44444444,75,55,1
61.11111111,66.66666667,65,1
31.44444444,58.33333333,55,1
68.5,75,85,1
29.61111111,58.33333333,65,1
57.38888889,83.33333333,80,1
31.44444444,58.33333333,95,1
14.77777778,66.66666667,70,1
59.22222222,83.33333333,100,1
25.88888889,83.33333333,85,1
20.33333333,66.66666667,95,1
44.44444444,75,70,1
33.33333333,58.33333333,95,1
46.27777778,50,100,1
5.555555556,25,80,0
0,0,60,NULL
62.77777778,41.66666667,85,1
40.55555556,75,80,1
0,0,80,NULL
77.77777778,58.33333333,60,1
0,0,80,NULL
58.88888889,75,70,1
51.66666667,66.66666667,60,1
68.33333333,75,70,1
42.22222222,41.66666667,95,1
55,83.33333333,95,1
62.77777778,83.33333333,70,1
68.33333333,58.33333333,95,1
53.33333333,50,70,1
92.22222222,91.66666667,80,1
46.27777778,50,70,1
94.44444444,91.66666667,80,1
68.33333333,75,95,1
62.77777778,58.33333333,95,1
68.33333333,66.66666667,65,1
0,0,95,NULL
33.33333333,66.66666667,60,1
61.11111111,66.66666667,95,1
53.33333333,66.66666667,95,1
37.77777778,58.33333333,80,1
83.33333333,91.66666667,95,1
86.66666667,75,95,1
31.5,58.33333333,75,1
0,0,65,NULL
50,0,85,0
68.33333333,75,65,1
62.77777778,66.66666667,75,1
0,0,80,NULL
0,0,95,NULL
96.11111111,83.33333333,65,1
51.83333333,50,70,1
0,0,95,NULL
67.77777778,50,70,1
24.05555556,50,100,1
25.94444444,50,80,1
0,0,80,NULL
85,83.33333333,80,1
0,0,80,NULL
50,66.66666667,55,1
42.22222222,33.33333333,70,0
61.11111111,83.33333333,95,1
79.44444444,75,65,1
66.66666667,50,40,1
35,66.66666667,60,1
0,0,75,NULL
70,91.66666667,75,1
51.66666667,75,75,1
53.33333333,0,80,0
