Midterm_Percentage,Assignment_Percentage,Practical_Percentage,Actual_Result
76,83.33333333,85,1
77.77777778,83.33333333,80,1
36.66666667,58.33333333,80,1
81.11111111,83.33333333,80,1
68.33333333,58.33333333,80,1
60,75,80,1
64.44444444,66.66666667,80,1
46.11111111,66.66666667,80,1
70,50,80,1
61.11111111,50,80,1
100,91.66666667,85,1
11.11111111,41.66666667,80,1
38.33333333,66.66666667,0,1
75.55555556,83.33333333,80,1
77.77777778,83.33333333,85,1
70,66.66666667,80,1
68.88888889,0,85,0
61.11111111,75,80,1
82.22222222,83.33333333,80,1
87.77777778,75,80,1
43.33333333,66.66666667,80,1
70,75,85,1
83.33333333,75,85,1
38.88888889,75,80,1
48.88888889,50,0,1
31.11111111,66.66666667,80,1
60,75,70,1
68.88888889,0,80,0
27.77777778,0,80,0
13.33333333,0,0,0
0,0,80,0
76.66666667,66.66666667,80,1
82.22222222,83.33333333,85,1
92.22222222,91.66666667,85,1
52.22222222,91.66666667,80,1
91.11111111,66.66666667,80,1
58.88888889,91.66666667,85,1
55.55555556,91.66666667,80,1
95.55555556,83.33333333,85,1
85.55555556,66.66666667,80,1
71.11111111,58.33333333,85,1
42.22222222,58.33333333,80,1
42.22222222,83.33333333,85,1
86.66666667,75,80,1
90,50,80,1
61.11111111,66.66666667,80,1
58.88888889,83.33333333,80,1
77.77777778,75,0,1
80,83.33333333,75,1
68.88888889,83.33333333,85,1
44.44444444,100,80,1
71.11111111,58.33333333,75,1
86.66666667,75,80,1
81.11111111,83.33333333,80,1
54.44444444,83.33333333,80,1
77.77777778,75,85,1
53.33333333,83.33333333,80,1
66.66666667,75,80,1
78.88888889,83.33333333,85,1
40,66.66666667,80,1
24.44444444,75,85,1
22.22222222,66.66666667,65,1
22.22222222,0,70,0
55.55555556,75,75,1
58.88888889,0,65,0
71.11111111,58.33333333,70,1
48.88888889,58.33333333,45,1
48.88888889,0,0,0
90,75,0,1
0,0,50,NULL
70,83.33333333,0,1
65.55555556,83.33333333,80,1
85.55555556,58.33333333,0,1
91.11111111,83.33333333,50,1
88.88888889,66.66666667,75,1
80,75,65,1
68.88888889,66.66666667,80,1
90,83.33333333,80,1
71.11111111,83.33333333,80,1
65.55555556,75,65,1
71.11111111,75,75,1
78.88888889,83.33333333,65,1
64.44444444,83.33333333,70,1
80,83.33333333,75,1
84.44444444,83.33333333,70,1
83.33333333,66.66666667,70,1
78.88888889,75,0,1
37.77777778,75,75,1
76.66666667,75,75,1
96.66666667,75,70,1
55.55555556,0,90,0
66.66666667,66.66666667,80,1
72.22222222,50,80,1
68.88888889,66.66666667,80,1
67.77777778,83.33333333,75,1
43.33333333,75,95,1
67.77777778,75,80,1
82.22222222,50,75,1
58.88888889,83.33333333,75,1
37.77777778,58.33333333,0,1
71.11111111,75,75,1
54.44444444,66.66666667,80,1
0,0,80,NULL
53.33333333,50,80,1
58.88888889,66.66666667,95,1
70,83.33333333,75,1
78.88888889,66.66666667,80,1
75.55555556,75,85,1
82.22222222,50,75,1
84.44444444,83.33333333,80,1
68.88888889,83.33333333,80,1
62.22222222,75,75,1
80,75,85,1
76.66666667,83.33333333,95,1
70,75,80,1
91.11111111,83.33333333,75,1
87.77777778,83.33333333,80,1
82.22222222,75,75,1
72.22222222,66.66666667,80,1
92.22222222,83.33333333,85,1
66.66666667,75,90,1
66.66666667,83.33333333,80,1
61.11111111,75,80,1
81.11111111,83.33333333,80,1
96.66666667,91.66666667,90,1
42.22222222,58.33333333,75,1
55.55555556,66.66666667,95,1
61.11111111,0,90,0
38.88888889,75,80,1
86.66666667,75,80,1
36.66666667,75,80,1
57.77777778,66.66666667,95,1
43.33333333,66.66666667,85,1
83.33333333,50,85,1
53.33333333,0,85,0
64.44444444,58.33333333,90,1
64.44444444,66.66666667,80,1
47.77777778,58.33333333,85,1
74.44444444,75,90,1
87.77777778,50,85,1
83.33333333,0,100,0
63.88888889,83.33333333,95,1
72.22222222,83.33333333,70,1
81.11111111,66.66666667,85,1
84.44444444,41.66666667,90,1
47.77777778,66.66666667,85,1
51.11111111,50,0,1
88.88888889,83.33333333,100,1
72.22222222,83.33333333,100,1
48.88888889,75,85,1
76.66666667,83.33333333,85,1
94.44444444,83.33333333,85,1
78.88888889,75,100,1
84.44444444,83.33333333,90,1
82.22222222,75,90,1
73.33333333,75,90,1
74.44444444,83.33333333,90,1
74.44444444,75,40,1
78.88888889,83.33333333,100,1
67.77777778,83.33333333,100,1
63.33333333,66.66666667,95,1
55.55555556,75,100,1
67.77777778,66.66666667,100,1
55.55555556,83.33333333,100,1
75.55555556,83.33333333,100,1
78.88888889,75,100,1
53.33333333,0,100,0
73.33333333,66.66666667,100,1
64.44444444,75,95,1
83.33333333,83.33333333,95,1
87.77777778,83.33333333,100,1
58.88888889,83.33333333,95,1
57.77777778,0,100,0
55.55555556,75,100,1
82.22222222,75,90,1
83.33333333,83.33333333,95,1
93.33333333,75,100,1
61.11111111,0,100,0
80.55555556,66.66666667,100,1
93.33333333,75,100,1
77.77777778,75,100,1
78.88888889,83.33333333,100,1
83.33333333,75,100,1
55.55555556,75,100,1
92.22222222,50,95,1
43.33333333,0,95,0
63.33333333,66.66666667,100,1
76.66666667,83.33333333,95,1
67.77777778,83.33333333,100,1
87.77777778,58.33333333,95,1
77.77777778,75,95,1
51.11111111,75,100,1
88.88888889,91.66666667,100,1
72.22222222,83.33333333,100,1
46.66666667,75,90,1
77.77777778,83.33333333,95,1
47.77777778,83.33333333,95,1
53.33333333,58.33333333,100,1
78.88888889,75,75,1
57.77777778,66.66666667,80,1
77.77777778,75,75,1
71.11111111,75,75,1
41.11111111,50,75,1
56.66666667,75,65,1
92.22222222,75,90,1
64.44444444,66.66666667,70,1
78.88888889,75,80,1
71.11111111,58.33333333,80,1
47.77777778,91.66666667,90,1
84.44444444,66.66666667,75,1
64.44444444,33.33333333,70,1
63.33333333,50,75,1
64.44444444,83.33333333,80,1
84.44444444,66.66666667,90,1
38.88888889,50,80,1
56.66666667,75,90,1
68.88888889,66.66666667,80,1
58.88888889,75,90,1
87.77777778,83.33333333,85,1
76.66666667,58.33333333,75,1
88.88888889,75,80,1
67.77777778,0,75,0
25,66.66666667,75,1
71.11111111,66.66666667,0,1
86.66666667,33.33333333,85,1
72.22222222,75,80,1
82.22222222,66.66666667,90,1
77.77777778,66.66666667,85,1
65.55555556,66.66666667,95,1
55.55555556,66.66666667,70,1
73.33333333,58.33333333,80,1
87.77777778,83.33333333,80,1
66.66666667,58.33333333,80,1
51.11111111,66.66666667,75,1
48.88888889,58.33333333,75,1
77.77777778,75,75,1
70,66.66666667,70,1
0,0,75,NULL
93.33333333,66.66666667,75,1
82.22222222,66.66666667,85,1
64.44444444,66.66666667,90,1
72.22222222,83.33333333,85,1
84.44444444,91.66666667,95,1
50,91.66666667,80,1
60,66.66666667,90,1
68.88888889,50,80,1
74.44444444,75,100,1
78.88888889,66.66666667,85,1
55.55555556,66.66666667,85,1
65.55555556,66.66666667,90,1
82.22222222,66.66666667,75,1
63.33333333,33.33333333,50,1
55.55555556,66.66666667,90,1
90,75,90,1
80,33.33333333,85,1
70,66.66666667,85,1
70,66.66666667,80,1
76.66666667,91.66666667,75,1
64.44444444,75,85,1
90,66.66666667,70,1
64.44444444,58.33333333,75,1
85.55555556,66.66666667,80,1
70,33.33333333,80,1
82.22222222,66.66666667,75,1
74.44444444,58.33333333,80,1
83.33333333,58.33333333,80,1
92.22222222,83.33333333,75,1
68.88888889,66.66666667,75,1
88.88888889,83.33333333,95,1
57.77777778,50,50,1
42.22222222,91.66666667,80,1
52.22222222,83.33333333,60,1
84.44444444,66.66666667,80,1
87.77777778,58.33333333,85,1
77.77777778,83.33333333,95,1
72.22222222,75,85,1
67.77777778,33.33333333,85,1
67.77777778,66.66666667,85,1
36.66666667,66.66666667,80,1
82.22222222,66.66666667,90,1
61.11111111,66.66666667,80,1
83.33333333,66.66666667,80,1
61.11111111,66.66666667,85,1
62.22222222,83.33333333,80,1
77.77777778,66.66666667,80,1
77.77777778,33.33333333,90,1
63.33333333,91.66666667,80,1
66.66666667,33.33333333,75,1
62.22222222,66.66666667,80,1
72.22222222,66.66666667,90,1
67.77777778,66.66666667,80,1
63.33333333,66.66666667,0,1
86.66666667,33.33333333,80,1
85.55555556,66.66666667,85,1
78.88888889,33.33333333,90,1
56.66666667,33.33333333,85,1
61.66666667,22.5,90,1
86.66666667,37.5,75,1
86.66666667,45,80,1
71.66666667,62.5,90,1
60.83333333,75,75,1
72.5,87.5,90,1
60,75,80,1
57.5,75,80,1
42.5,75,85,1
70.83333333,75,85,1
66.66666667,75,80,1
66.66666667,75,80,1
60,75,80,1
63.33333333,75,80,1
64.16666667,75,75,1
71.66666667,87.5,75,1
60,75,80,1
57.5,75,85,0
85,75,75,1
61.66666667,75,85,1
52.5,75,75,1
62.5,87.5,85,1
71.66666667,75,85,1
64.16666667,75,85,1
72.5,75,90,1
49.16666667,75,85,1
20.83333333,75,75,1
70.83333333,75,90,1
46.66666667,75,80,1
0,0,90,0
36.66666667,75,85,1
35,75,85,1
53.33333333,75,80,1
76.66666667,81.25,90,1
21.66666667,75,95,0
32.5,75,85,1
57.5,75,85,1
65,87.5,85,1
72.5,75,80,1
50.83333333,75,95,1
36.66666667,75,95,1
67.5,87.5,85,1
44.16666667,75,80,1
54.16666667,87.5,85,1
65,75,75,1
64.16666667,87.5,85,1
41.66666667,75,85,1
74.16666667,75,70,1
55,75,95,1
31.66666667,75,85,1
55.83333333,75,90,1
40,75,90,1
60,0,85,0
50,75,85,1
72.5,87.5,85,1
63.33333333,75,95,1
37.5,75,90,1
47.5,75,85,1
83.33333333,75,85,1
50.83333333,75,85,1
65.83333333,75,85,1
47.5,75,85,1
51.66666667,75,85,1
54.16666667,87.5,85,1
49.16666667,75,85,1
81.66666667,75,95,1
72.5,75,95,1
73.33333333,75,85,1
81.66666667,75,95,1
80,75,85,1
54.16666667,75,85,1
49.16666667,62.5,85,1
68.33333333,0,85,0
52.5,0,0,0
55,53.75,80,1
0,0,80,0
61.66666667,75,80,1
82.5,0,100,0
70,53.75,80,1
73.33333333,75,80,1
64.16666667,75,80,1
84.16666667,75,85,1
75.83333333,87.5,100,1
84.16666667,75,100,1
41.66666667,62.5,95,1
80,75,90,1
66.66666667,75,80,1
62.5,81.25,0,1
79.16666667,81.25,85,1
59.16666667,75,85,1
62.5,75,90,1
70.83333333,0,85,0
36.08333333,75,80,1
80,81.25,85,1
60,63.75,80,1
80,81.25,90,1
56.66666667,72.5,100,1
69.33333333,75,80,1
55.58333333,81.25,95,1
63.75,72.5,70,1
82.5,93.75,55,1
72.5,80,85,1
55,72.5,80,1
49.33333333,73.75,100,1
23.33333333,0,70,0
45.83333333,72.5,90,1
47.5,75,85,1
68.75,71.25,85,1
72.5,81.25,95,1
65.58333333,93.75,80,1
45.58333333,75,0,1
53.75,72.5,85,1
92.5,87.5,95,1
48.33333333,68.75,95,1
78.08333333,85,85,1
55,73.75,85,1
70.58333333,75,80,1
37.5,62.5,85,1
62.5,93.75,95,1
58.75,81.25,85,1
0,50,85,0
63.75,72.5,85,1
32.5,68.75,95,1
55,81.25,95,1
72.5,87.5,85,1
57.5,93.75,85,1
55.58333333,81.25,90,1
78.75,73.75,80,1
61.83333333,68.75,95,1
75,75,80,1
45,68.75,0,1
87.5,96.25,80,1
68.08333333,85,85,1
57.5,68.75,100,1
65.58333333,72.5,80,1
48.75,72.5,80,1
89.16666667,90,95,1
16.66666667,100,85,1
36.08333333,75,85,1
71.5,87.5,80,1
76.33333333,87.5,80,1
54.16666667,62.5,80,1
55.5,75,80,1
59.66666667,87.5,85,1
55.5,75,60,1
63.16666667,87.5,80,1
86.75,87.5,85,1
52.75,75,80,1
26.33333333,75,95,1
72.16666667,87.5,95,1
29.83333333,75,90,1
63.16666667,0,85,0
81.66666667,87.5,0,1
98.58333333,87.5,85,1
45.83333333,75,85,1
20.83333333,87.5,95,1
37.5,75,90,1
56.91666667,87.5,85,1
56.91666667,87.5,85,1
75.41666667,75,85,1
33.33333333,75,95,1
22.16666667,87.5,85,1
40.25,75,75,1
74.25,87.5,85,1
70.83333333,87.5,95,1
84.66666667,87.5,85,1
43,75,85,1
72.16666667,87.5,95,1
55.5,87.5,90,1
82.58333333,87.5,90,1
81.91666667,87.5,85,1
50.66666667,75,90,1
34.66666667,75,85,1
44.41666667,87.5,85,1
48.58333333,75,90,1
75.41666667,87.5,85,1
44.41666667,87.5,85,1
66.66666667,87.5,95,1
44.41666667,100,85,1
43,87.5,85,1
47.91666667,87.5,85,1
91.66666667,100,85,1
80.5,100,85,1
91.66666667,87.5,85,1
87.5,87.5,85,1
43,75,90,1
77.75,87.5,85,1
54.16666667,87.5,85,1
54.83333333,87.5,85,1
25,87.5,85,1
21.5,87.5,90,1
54.16666667,87.5,85,1
18,87.5,95,1
81.91666667,100,90,1
69.41666667,87.5,85,1
54.16666667,75,85,1
89.58333333,87.5,85,1
43.75,87.5,85,1
57.58333333,87.5,80,1
54.16666667,75,85,1
49.25,87.5,85,1
33.33333333,87.5,75,1
81.91666667,87.5,85,1
75,75,85,1
45,75,75,1
36.66666667,75,75,1
61.66666667,75,0,1
51.66666667,75,75,1
35,62.5,80,1
58.33333333,87.5,75,1
35,62.5,85,1
38.33333333,87.5,85,1
63.33333333,87.5,75,1
68.33333333,100,95,1
58.33333333,75,75,1
66.66666667,75,75,1
58.33333333,75,75,1
71.66666667,100,75,1
68.33333333,100,75,1
50,87.5,85,1
27.75,87.5,85,1
56.66666667,87.5,100,1
90,100,85,1
73.33333333,75,90,1
53.33333333,75,90,1
70,75,70,1
70,100,85,1
68.33333333,75,60,1
28.33333333,0,80,0
68.33333333,100,95,1
70,75,80,1
80,87.5,90,1
66.66666667,87.5,75,1
70,100,85,1
51.66666667,75,85,1
75,87.5,75,1
50,75,75,1
66.66666667,100,75,1
58.33333333,75,75,1
58.33333333,75,75,1
66.66666667,87.5,90,1
41.66666667,75,85,1
55,75,80,1
73.33333333,87.5,80,1
70,100,85,1
75,87.5,80,1
61.66666667,87.5,85,1
86.66666667,100,80,1
48.33333333,75,75,1
51.66666667,75,75,1
44.41666667,76.25,85,1
91.66666667,87.5,70,1
80.5,80,90,1
63.83333333,88.75,85,1
75,92.5,90,1
38.83333333,88.75,75,1
30,62.5,95,0
83.33333333,100,80,1
38.83333333,76.25,75,1
69.41666667,75,95,1
55.5,87.5,85,1
61.08333333,75,0,1
52.75,75,75,1
36.08333333,87.5,90,1
33.33333333,87.5,85,1
44.41666667,75,85,1
50,87.5,80,1
58.33333333,87.5,75,1
47.16666667,75,80,1
47.16666667,87.5,80,1
52.75,87.5,80,1
47.16666667,75,80,1
55.5,75,80,1
58.33333333,87.5,80,1
5.5,37.5,70,0
27.75,75,85,1
22.16666667,90,85,1
44.41666667,75,80,1
55.5,75,90,1
91.66666667,87.5,85,1
61.08333333,75,85,1
61.08333333,75,80,1
63.83333333,75,70,1
41.66666667,75,80,1
86.08333333,87.5,80,1
33.33333333,75,85,1
58.33333333,75,80,1
19.41666667,87.5,80,1
52.75,75,80,1
19.41666667,75,85,1
50,87.5,85,1
27.75,75,95,1
44.41666667,87.5,80,1
36.08333333,75,85,1
63.83333333,75,85,1
33.33333333,75,95,1
19.41666667,0,95,0
25,75,85,1
61.08333333,75,85,1
63.83333333,75,80,1
58.33333333,75,40,1
97.16666667,87.5,80,1
38.83333333,75,80,1
55.5,75,50,1
69.41666667,100,80,1
38.83333333,75,80,1
97.16666667,87.5,80,1
63.83333333,75,85,1
58.33333333,75,85,1
75,87.5,65,1
52.75,75,65,1
69.41666667,75,90,1
25,75,80,1
66.66666667,75,80,1
50,87.5,80,1
25,93.75,80,1
36.08333333,93.75,80,1
80.5,75,80,1
33.33333333,87.5,80,1
33.33333333,75,0,1
72.16666667,75,80,1
33.33333333,87.5,65,1
19.41666667,87.5,80,1
55.5,88.75,80,1
55.5,75,80,1
75,87.5,80,1
72.16666667,87.5,80,1
36.08333333,93.75,80,1
58.33333333,75,85,1
44.41666667,75,85,1
44.41666667,75,60,1
75,75,0,1
66.66666667,75,80,1
41.66666667,75,75,1
41.66666667,75,0,1
77.75,87.5,90,1
44.41666667,87.5,50,1
41.66666667,87.5,65,1
47.16666667,87.5,75,1
50,75,70,1
80.5,97.5,80,1
66.66666667,93.75,95,1
47.16666667,87.5,80,1
47.16666667,75,80,1
38.83333333,87.5,90,1
27.75,87.5,80,1
69.41666667,87.5,90,1
52.75,87.5,80,1
50,93.75,80,1
61.08333333,93.75,70,1
66.66666667,87.5,85,1
38.83333333,87.5,80,1
38.83333333,87.5,80,1
72.16666667,87.5,50,1
27.75,81.25,85,1
66.66666667,81.25,85,1
91.66666667,93.75,80,1
75,87.5,80,1
66.66666667,93.75,80,1
55.5,87.5,95,1
52.75,87.5,80,1
58.33333333,87.5,85,1
55.5,87.5,80,1
44.41666667,87.5,75,1
77.75,87.5,80,1
66.66666667,87.5,75,1
55.5,93.75,60,1
63.83333333,93.75,75,1
44.41666667,87.5,85,1
80.5,93.75,85,1
25,87.5,80,1
33.33333333,87.5,80,1
36.08333333,87.5,50,1
72.16666667,87.5,75,1
58.33333333,0,80,0
50,75,75,1
47.16666667,75,50,1
58.33333333,75,50,1
75,93.75,70,1
55.5,81.25,70,1
58.33333333,75,0,1
66.66666667,75,80,1
72.16666667,75,85,1
77.75,100,80,1
50,100,85,1
27.75,100,85,1
50,100,85,1
61.08333333,76.25,85,1
16.66666667,0,50,0
38.83333333,87.5,85,1
72.16666667,81.25,95,1
47.16666667,87.5,80,1
55.5,81.25,50,1
61.08333333,75,80,1
91.66666667,75,75,1
52.75,75,80,1
63.83333333,87.5,95,1
69.41666667,100,85,1
38.83333333,75,80,1
66.66666667,75,75,1
25,87.5,85,1
33.33333333,62.5,95,0
61.08333333,81.25,80,1
66.66666667,75,80,1
52.75,100,70,1
8.333333333,87.5,50,1
55.5,81.25,75,1
58.33333333,87.5,75,1
44.41666667,75,80,1
58.33333333,100,70,1
63.83333333,75,75,1
16.66666667,0,80,0
75,81.25,75,1
61.08333333,93.75,75,1
41.66666667,75,75,1
66.66666667,81.25,90,1
33.33333333,75,0,1
55.5,81.25,75,1
88.83333333,87.5,80,1
11.08333333,87.5,85,1
61.08333333,81.25,80,1
61.08333333,81.25,75,1
75,75,80,1
69.41666667,93.75,75,1
94.41666667,87.5,80,1
50,81.25,90,1
80.5,75,75,1
91.66666667,87.5,0,1
61.08333333,75,75,1
75,100,85,1
13.83333333,100,75,1
55.5,0,80,0
33.33333333,75,80,1
66.66666667,87.5,85,1
80.5,100,80,1
63.83333333,75,60,1
22.16666667,75,70,1
77.75,87.5,75,1
77.75,75,70,1
61.08333333,81.25,70,1
27.75,81.25,80,1
27.75,100,85,1
38.83333333,75,85,1
52.75,75,85,1
63.83333333,81.25,75,1
16.66666667,62.5,85,0
61.08333333,75,0,1
38.83333333,75,70,1
52.75,75,80,1
52.75,87.5,85,1
55.5,100,70,1
50,87.5,85,1
19.41666667,87.5,85,1
27.75,0,85,0
25,87.5,80,1
27.75,75,80,1
58.33333333,87.5,85,1
30.5,75,80,1
11.08333333,75,85,1
50,75,80,1
50,75,85,1
61.08333333,75,75,1
22.16666667,75,75,1
8.333333333,87.5,80,0
72.16666667,81.25,85,1
66.66666667,87.5,85,1
11.08333333,75,85,1
52.75,75,65,1
69.41666667,87.5,70,1
83.33333333,87.5,80,1
13.83333333,87.5,75,1
27.75,75,80,1
75,87.5,80,1
16.66666667,75,85,1
8.333333333,87.5,85,1
83.33333333,75,70,1
36.08333333,75,85,1
77.75,75,85,1
16.66666667,87.5,85,1
44.41666667,75,85,1
80.5,75,85,1
61.08333333,75,80,1
80.5,75,85,1
47.16666667,75,85,1
27.75,75,75,1
55.5,75,90,1
100,87.5,80,1
41.66666667,75,0,1
27.75,75,65,1
69.41666667,75,80,1
16.66666667,75,75,1
44.41666667,87.5,75,1
55.5,75,90,1
61.08333333,100,85,1
58.33333333,87.5,85,1
22.16666667,75,85,1
69.41666667,87.5,80,1
55.5,75,85,1
47.16666667,87.5,0,1
25,87.5,0,1
41.66666667,87.5,60,1
0,87.5,85,1
88.83333333,100,90,1
83.33333333,87.5,100,1
27.5,75,100,1
36.08333333,75,80,1
0,75,90,1
16.66666667,0,0,0
80.5,75,60,1
44.41666667,75,85,1
38.83333333,75,100,1
5.5,87.5,85,0
52.75,87.5,0,1
38.83333333,75,75,1
44.41666667,87.5,100,1
75,100,80,1
44.41666667,75,80,1
33.33333333,75,90,1
8.333333333,75,80,0
25,75,80,1
16.66666667,87.5,80,1
11.08333333,87.5,75,1
94.41666667,93.75,0,1
22.16666667,75,60,1
52.75,87.5,85,1
83.33333333,87.5,65,1
38.83333333,75,0,1
13.83333333,75,70,1
25,62.5,70,1
86.08333333,75,80,1
22.16666667,87.5,70,1
5.5,87.5,85,1
66.66666667,100,40,1
91.66666667,75,80,1
11.08333333,87.5,65,1
41.66666667,75,70,1
22.16666667,75,60,1
27.75,75,75,1
30.5,87.5,70,0
38.83333333,75,55,1
55.5,75,40,1
77.75,87.5,55,1
86.08333333,87.5,55,1
50,75,85,1
13.83333333,87.5,90,1
22.16666667,87.5,80,1
33.33333333,75,55,1
22.16666667,75,65,1
50,75,60,1
36.08333333,75,75,1
30.5,75,80,1
58.33333333,87.5,80,1
88.83333333,75,55,1
75,87.5,0,1
77.75,87.5,0,1
75,93.75,80,1
69.41666667,75,85,1
19.41666667,100,0,1
41.66666667,75,85,1
41.66666667,75,95,1
5.5,93.75,75,1
66.66666667,87.5,70,1
25,0,90,0
72.16666667,75,75,1
30.5,75,70,1
58.33333333,87.5,0,1
41.66666667,75,0,1
30.5,75,50,1
36.08333333,75,40,1
61.08333333,75,75,1
72.16666667,75,65,1
47.16666667,75,0,1
38.83333333,87.5,60,1
33.33333333,75,95,1
47.16666667,75,80,1
44.41666667,75,65,1
61.08333333,81.25,100,1
52.75,81.25,90,1
41.66666667,75,75,1
69.41666667,87.5,80,1
58.33333333,87.5,80,1
63.83333333,81.25,70,1
33.33333333,87.5,70,1
63.83333333,75,70,1
47.16666667,81.25,80,1
47.16666667,81.25,50,1
66.66666667,81.25,75,1
27.75,75,55,1
38.83333333,75,60,1
50,75,60,1
66.66666667,75,70,1
61.08333333,75,60,1
83.33333333,87.5,0,1
63.83333333,81.25,80,1
52.75,81.25,80,1
75,75,60,1
66.66666667,81.25,65,1
63.83333333,81.25,60,1
63.83333333,75,0,1
52.75,81.25,60,1
30.5,75,0,1
22.16666667,37.5,60,0
38.83333333,75,90,1
69.41666667,75,100,1
25,100,45,1
36.08333333,75,55,1
63.83333333,75,75,1
63.83333333,75,55,1
66.66666667,75,95,1
75,87.5,85,1
16.66666667,87.5,70,1
33.33333333,75,85,1
69.41666667,87.5,75,1
77.75,75,60,1
47.16666667,75,50,1
52.75,75,50,1
41.66666667,75,70,1
41.66666667,87.5,70,1
63.83333333,87.5,0,1
58.33333333,75,0,1
30.5,0,65,0
45.83333333,75,45,1
30.5,75,70,1
33.33333333,75,60,1
75,87.5,30,1
36.08333333,75,60,1
55.5,75,55,1
47.16666667,75,85,1
47.16666667,75,75,1
58.33333333,75,65,1
72.16666667,93.75,80,1
22.16666667,100,75,1
20.83333333,0,80,0
36.08333333,75,60,1
47.16666667,75,95,1
63.83333333,0,70,0
83.33333333,87.5,65,1
13.83333333,62.5,70,0
36.08333333,75,85,1
58.33333333,75,60,1
44.41666667,75,0,1
41.66666667,75,65,1
86.08333333,87.5,75,1
44.41666667,75,75,1
55.5,75,55,1
88.83333333,87.5,70,1
63.83333333,75,55,1
83.33333333,87.5,80,1
63.83333333,87.5,90,1
61.08333333,75,60,1
38.83333333,75,0,1
80.5,87.5,45,1
75,75,0,1
69.41666667,75,60,1
30.5,93.75,50,1
75,87.5,80,1
83.33333333,87.5,60,1
63.83333333,75,55,1
44.41666667,75,80,1
47.16666667,75,90,1
94.41666667,93.75,80,1
63.83333333,75,80,1
69.41666667,75,0,1
